title,summary,contents 
Australia landslide: Tributes paid to UK family after deaths in Blue Mountains,A father who died with his son in the Australian mountains is named as lawyer Mehraab Nazir.,Australia landslide: Tributes paid to UK family after deaths in Blue Mountains By Joseph Lee BBC News Published 6 days ago Share IMAGE SOURCE WATSON FARLEY & WILLIAMS Image caption Mehrab Nazir was hiking with his family in the Blue Mountains when they were caught in a landslide killing him and his younger son Tributes have been paid to a British lawyer who died in a landslide with his nine-year-old son while hiking in Australias Blue Mountains. Mehraab Nazir 49 died with his son at the scene. His wife Anastasia remains in a critical condition while another son aged 14 is stable after surgery. Mr Nazir was a partner at a law firm working in Singapore where his family moved more than a decade ago. His firm said he was a dear friend and colleague. Watson Farley & Williams said they would be remembering and honouring him. The alarm was raised on Monday afternoon by the familys 15-year-old daughter after the landslide killed her father and younger brother leaving her mother and older brother critically injured. The teenage girl was said to be extremely distressed and is being kept in hospital under observation. UK father and son 9 die in Australian landslide The two bodies were recovered from the mountains near the popular walking spot of Wentworth Falls about 60 miles (96km) from Sydney at about 09:30 local time on Tuesday. Tour guide Graham Chapman said landslides are common in the Blue Mountains and have been made more likely by recent heavy rain. This beautiful family from England were just in the wrong place at the wrong time it\s so sad he said. Maybe another 50 metres either side or a delay during the day this wouldn\t have happened. IMAGE SOURCE PA MEDIA A year dominated by storms and floods by Phil Mercer in the Blue Mountains Torrential rain has returned to the Blue Mountains. Thick bands of low cloud have moved in obscuring buildings and bushland. As the rain beats down near Wentworth Falls car headlights occasionally emerge from the mist. But this popular tourist destination is mostly quiet: walking tracks and some roads have been closed. Months of heavy downpours are likely to have been a key factor in the tragedy involving the family of five from Britain. They came on a day of rare sunshine in a year thats been dominated in much of eastern Australia by storms and floods. In this World Heritage area the ground is sodden and signs warn of the dangers of rockfalls and landslips. The earth and the famous sandstone cliffs have become saturated and still it rains. Landslides here are not uncommon - but rarely if ever have they devastated the lives of an entire family. The family had set out on the hike on Monday in bright sunny weather but the Blue Mountains had previously been lashed by weeks of heavy rain. Mr Chapman said: I\ve seen so many landslides I couldn\t tell you how many. But the thing is with landslides here in the mountains you don\t actually get to hear about them a lot because it\s so remote. Here in the mountains it can change in the blink of an eye and sadly for the English family that\s exactly what happened the other day. He said he had cried when he heard the news of their deaths adding: We\ve only just opened up our international borders and to know that that family has come to our country and that this has happened on our soil man it\s just heart breaking. The family are understood to be members of the Zoroastrian religion an ancient Iranian faith. Zubin Appoo president of the Australian Zoroastrian Association of New South Wales said the accident was beyond tragic. Everyone is shocked and so many in our community are reaching out to offer support in any way they can. Mr Appoo said tributes to the family were flooding in adding that the religion had a small and tight-knit global community. New South Wales premier Dominic Perrottet told the Australian Broadcasting Corporation the incident was tragic and said he would be seeking advice as to whether the walking track should have been open. The Department of Environment and Heritage in the state said the area was closed to the public until further notice and a comprehensive review would be undertaken. It said it had a world-class programme in place to assess the risks of incidents such as landslides but it is not possible to predict and eliminate all natural risks. The walking trail had been inspected days before the landslide as part of a routine assessment the department said. THE INFLUENCER WHO IS A SECRET WEAPON: How a former Eurovision host is helping Ukraines government EVERYTHING HAS CHANGED: Brexit Covid and other major political stories from seven turbulent years]
The Attack: Terror in the UK,Drama documentary telling the story of an IS-inspired terrorist group planning an attack.,Unknown
A Short History of Ukrainians in Britain,"The stories of British Ukrainians, whose family histories mirror that of their homeland.",Unknown
Blue Planet UK,Exploring the health of our oceans and its wildlife,Unknown
Best of Today: Russia's preparing new offensive in eastern Ukraine?,Eastern Ukrainian officials say Russian tanks have started advancing for renewed assault,Unknown
UK's Best Part-Time Band,Rhod Gilbert travels the country on a mission to find the UK's best part-time band.,Unknown
Urgent Question on UK Border Force,Recorded coverage from Tuesday 15 November.,Unknown
UK's Million Sellers with Tony Blackburn,Tony Blackburn continues Radio 2's countdown of the UK's Top 100 Million Selling Singles.,Unknown
Michael Jackson's Top 20 UK Hits,Trevor Nelson brings to an exciting close Radio 2's day-long Michael Jackson celebration,Unknown
"Ukraine conflict: Scottish FA 'overwhelmed' as Poland friendly raises £500,000 for UNICEF","The Scottish FA is ""overwhelmed"" by fan generosity after their friendly against Poland raises £500,000 to help the children of war-torn Ukraine.",Unknown
UK's Million Sellers with Ken Bruce,Ken Bruce kicks off Radio 2's countdown of the UK's Top 100 Million Selling Singles.,Unknown
Ukraine war: Putin says Russian invasion will achieve 'noble' aims,"Speaking at a Russian space centre, Mr Putin claimed his invasion aimed to help people in the Donbas.",Ukraine war: Putin says Russian invasion will achieve noble aims Published 1 hour ago Share Related Topics Russia-Ukraine war IMAGE SOURCE GETTY IMAGES Image caption Vladimir Putin said war with Ukraine had become inevitable Russian leader Vladimir Putin has said his invasion of Ukraine will achieve what he called its noble aims. Speaking alongside Belarusian leader Aleksandr Lukashenko Mr Putin claimed that a clash with Ukraine had become inevitable. Mr Putin said he had been left with no choice but to launch the invasion in a bid to protect the Russian speaking Donbas region. The UN says 10 million people have fled their homes since the invasion began. But during a public appearance marking the 61st anniversary of Yuri Gagarin becoming the first man in space Mr Putin insisted that his forces are aiding oppressed people in separatist regions of Ukraine. On the one hand we are helping and saving people and on the other we are simply taking measures to ensure the security of Russia itself the 69-year old insisted. It\s clear that we didn\t have a choice. It was the right decision he said adding the goals are perfectly clear they are noble. The Kremlin claims that Ukraine has committed genocide against Russian speakers in eastern Ukraine but there is no evidence to suggest that is the case. More than 10 million people have been forced to flee their homes since the invasion began and the Russian economy has been rocked by a package of severe sanctions imposed by Western nations. However the Russian president said that Russia does not intend to be isolated arguing that it is impossible to severely isolate anyone in the modern world - especially such a vast country as Russia. Speaking from the Vostochny Cosmodrome some 3450 miles (5550 km) east of Moscow the Russian leader also drew upon the success of the Soviet space programme comparing Gagarins achievement during the Cold War to Russias current international isolation. The sanctions were total the isolation was complete but the Soviet Union was still first in space Mr Putin said. Mr Lukashenko also dismissed the impact of sanctions asking Mr Putin why an earth are we getting so worried about these sanctions? Last week the UK government predicted that Russia is heading for its deepest recession since the collapse of the Soviet Union. The UK Foreign Office said Russias GDP is expected to contract by between 8.5% and 15% this year as the impact of international sanctions take hold.]
